,User,Date Created,Tweet
5779,ThePhraseID,2022-12-17 04:00:00+00:00,"Kenalan yuk dengan Float Therapy. Terapi untuk kurangi stress, anxiety, serta gangguan otot dengan cara mengapung! Baca artikel lengkapnya ya!
#ThePhraseID #FloatTherapy #therapy #terapimengapung #float #health #kesehatan #lifestyle #hacks 
https://t.co/iCAGbyV9Rp"
5780,yennadei,2022-12-17 03:58:46+00:00,Anxiety attack betul la aku kalau carwash ni terlalu tenang ribut jiwa time orang rushing
5781,yennnabdullah,2022-12-17 03:52:35+00:00,"Sampe nak make ubat anxiety, anesthesia apa semua dak tok. Tedah.. dah ada mbiak ng phobia dgn air. 😭😭😭😭😭"
5782,dare_darou,2022-12-17 03:47:44+00:00,"Won't force myself though..

Healing dr depresi atau anxiety ini perlu pelan2 buat gw.. ya gw jg ga tau mana yg bener depresi atau anxiety namanya juga asal nyebut aja. Yg penting gw sadar lg ga baik2 aja dan lg berusaha buat ngisi kekosongan di dalam diri"
5783,fawa_wani,2022-12-17 03:41:28+00:00,Anxiety attack time kerja issa bad... shaking and rasa mcm kena serangan jantung
5784,Fird_4u5,2022-12-17 03:23:09+00:00,"@lucydiangkasa @ELMIELMO Kena gerd ke? Saya pernah kena dulu package panic attack, anxiety dn saya sembuh. Kena pantang makn bubur ayam dan carrot pastu sayur sawi bak choy je..benda lain semua tak makan kecuali air kosong selama 4 bulan. Bersih balik usus semua bila buat endoscope dan colonscope"
5785,Bukitalaska,2022-12-17 03:16:53+00:00,"Pas patah hati kemarin bener bener patah dan hancur . Kena Anxiety disorder dan maagh berbulan-bulan . Rasanya mau bundir terus tapi temen temen gua selalu ada + di kasih kerjaan yang super duper sibuk . Sangat bersyukur cepat pulih . Kalo engga,mungkin semakin parah ."
5786,lwtlouvr,2022-12-17 03:05:50+00:00,so many things going on in my head n most of them are giving me anxiety rasanya mau gila wkkwkwkwwkkw
5787,Itsroseslove,2022-12-17 03:00:42+00:00,dah habis jawab exam my anxiety  datang😭
5788,forsyphia,2022-12-17 02:52:45+00:00,aku. waktu anxiety teruk dulu
5789,shvshvv,2022-12-17 02:49:17+00:00,Anxiety tetiba lebih 10 rt dkt random rant pepagi bangun tidur lol terus private jap
5790,amirahmuzamil,2022-12-17 02:41:57+00:00,Masuk OT auto anxiety tengok surgery live pengsan 😓
5791,Athitya,2022-12-17 02:36:19+00:00,"Seandainya tugasku bisa semudah:
Datang - Ngonduct - Pulang

Pasti pagi ini ga perlu dengerin hypnotherapy anxiety relief"
5792,fazzyzainal,2022-12-17 02:33:35+00:00,@amaltwt94 Normal. Aku selalu kene. Tapi tu pun sbb aku ada anxiety. Are u okay?
5793,vahirraaa,2022-12-17 02:25:15+00:00,Anxiety lo kumat sih vi
5794,prorebahan,2022-12-17 02:23:44+00:00,Gw minatnya yg anti anxiety tp juga bs anti asam lambung.
5795,shsinjs,2022-12-17 02:18:05+00:00,pagi2 dihantam anxiety
5796,1115simp,2022-12-17 02:15:07+00:00,krna gue sma tu udah ga mikir ranking smpe2 klo w ngeliat ranking agak anxiety whahah
5797,AimanPsikologi,2022-12-17 02:11:44+00:00,"Agak melampau ya pergi join support group untuk individu ada kecelaruan mental, kemudian promote supplement untuk rawat depression, anxiety, panic attack dll.

Dah la produk tak ada bukti klinikal dari segi keberkesanan, pastu tunggang nama ""kesihatan mental"" untuk dapat komisyen"
5798,didiianana,2022-12-17 02:01:05+00:00,anxiety attack time tido jugak kee😭😭😭 resah la
5799,goldenchrysant,2022-12-17 01:31:39+00:00,"Doa aku setiap abis solat ke Allah persis kaya kata tulus. Tapi solat terakhir tadi gue beneran ngerasa udah capek sama anxiety gue sampe akhirnya do'a-nya udah ke ""ya Allah, kalo kaya gitu buat hati aku tenang, ikhlas, dan kuat untuk cobaan apapun yang Engkau beri"" 🥲 https://t.co/8UVdpq9nLP"
5800,callmeavv,2022-12-17 01:28:24+00:00,@rjkjdz @fi_unaa Anaknya emang separation anxiety wkwk
5801,nuraizat_,2022-12-17 01:27:07+00:00,Dah lama buat joh photography but the anxiety bila nak masuk majlis buat kerja still ada
5802,elegiajct,2022-12-17 01:26:37+00:00,"siapa yg libur cuma sehari, masuk kerja denger dering langsung anxiety? ak ☝️😡 https://t.co/zw9rK9d2mt"
5803,LeezaAbdWahab,2022-12-17 01:02:33+00:00,Semoga puteriku diberi kesembuhan dgn segera. Tidak siapa minta keadaan begitu. Luluh hati ibu bila dpt berita baby ibu kena anxiety attack. I’ll go and fetch u baby. You’re my soul😭
5804,mcswennny,2022-12-17 01:01:22+00:00,Class ni memang bagi aku anxiety teruk. Takut jadi anxiety attack je
5805,lovely_osho,2022-12-17 00:57:23+00:00,Aku pikir setelah healing minggu lalu ---- anxiety bisa berkurang. Ternyata gak hahhahaa. Muncul sumber anxiety baru. ck ck ck...
5806,Windaadityaku,2022-12-17 00:47:25+00:00,"@Sekarl_ Jangan begitu, dia yg ngancani kamu mengais rejeki, mengais ilmu siang malam, ujan panas badai angin terang bulan, saat kamu senang sedih nangis bahagia bingung anxiety jomblo pacaran and everything lainnya tapi tidak mbok anggap🙁"
5807,YusufAlkaid,2022-12-17 00:43:36+00:00,"@royanayr_ harus jadi part time traveler, biar ga anxiety"
5808,xo_cherry000,2022-12-17 00:39:12+00:00,"Balik lagi ke kamu, kalau kamu nyaman pergi sendiri ya gak papa nder. Tapi kalau aku, aku bawa temen biar di sana gak kesepian gitu. Soalnya kalau di tempat event gitu kadang suka anxiety sendiri aku tuh."
5809,tzaaprtw,2022-12-17 00:29:35+00:00,"@AREAJULID Krn sosial life yg terlalu rich, uncontroll, sdgkan skill diri under expect,.. Jd too much thinking, trus maksain diri buat satu circle life yg pdhl gk sesuai jd meng under estimated kemampuan diri sndiri. Frustasi, depresi, anxiety, all combination of mental illness"
5810,AdaniAlfonso,2022-12-17 00:10:58+00:00,"@dgf_nemh Yes, I kena kurung dalam bilik gelap..Kecik je ruang bilik tu..I tumbuk dan sepak pintu bilik tu besi..I jadi aggressive sampai doktor inject ubat tenang. 3 Hari 3 malam tidur tak bangun..jadi halusinasi and anxiety teruk sampai kemurungan and setiap malam tak boleh tidur lelap."
5811,mondejungwoo,2022-12-16 23:50:47+00:00,"njir beneran gw gamau minum teh dulu😭 teh aja bikin gemeteran, bikin maag gw kambuh, bikin anxiety kambuh apalagi gw minum kopi🥲 cemen bgt"
5812,ayayyas_,2022-12-16 23:43:14+00:00,Seperation anxiety fucking shit ke103&amp;48494947383838374493948 xnya dan skrg coba ngecopenya ngebayangin gmn dl gw sama yg lainnya GUA KNP GAMPANG KANGENAN SM ORG SI AAHHHHHHHH 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕😠😠😠😠😠😠😠😠 https://t.co/9MxuDMwKxN
5813,Rainranda,2022-12-16 22:28:37+00:00,Gw mencoba untuk gak nyalain diri sendiri tapi faktanya sering banget gw marah2 uring2ngan cuman meledaknya bikin story dkk. Hanya itu yang bisa di lakukan. Udah di diagnosis anxiety berlanjut ke bipolar dan sekarang ngerasain sosial anxiety.
5814,ghamhoursonly,2022-12-16 22:06:31+00:00,bohat anxiety ho rahi hai man
5815,agungilhaam,2022-12-16 21:37:28+00:00,"Belum lagi ia mengenal konsep mabhum atau mahdud, persoalan overthinking atau anxiety telah mewakili didalamnya. Sebabnya Cinta kadangkala memang terbatas, kadang juga tak memberi batas."
5816,Nomisir,2022-12-16 20:40:18+00:00,"Depression, anxiety is nothing, bs yeh ik zid hai jo insan khud se laga leitay hai k jo b us k sath ghlat hua woh q hua.."
5817,naufalabyy,2022-12-16 20:26:33+00:00,"sorry ya guys bad habit gua coping with anxiety dg ga suka main hp emg nyebelin.. 

cuma mau pikiran dan hidup yg damai selalu 🙏🏼"
5818,BandoengHammers,2022-12-16 20:15:28+00:00,"@janijiwaa siang makan nasi
malam anxiety"
5819,sabrinaazmannn_,2022-12-16 20:04:27+00:00,Lepastu terus anxiety
5820,hallwayweather1,2022-12-16 19:58:27+00:00,"@tanyakanrl apa"" self diagnose, gabisa main 'kayanya' nderr gw yg bnrn di diagnosis social anxiety sm psikolog gaenak bgtt asli"
5821,anggahandika20,2022-12-16 19:34:35+00:00,"Menyadari aku tengah dirundung rasa overthinking dan anxiety perihal skripsiku, kemudian aku gatau harus aps supaya aku bisa fokus lagi. Benci banget kenapa aku harus di situasi dan posisi seperti ini"
5822,tingistuting,2022-12-16 19:31:15+00:00,"Nangis-nangis, cengengesan, anxiety, ehh tau tau lewat aja ni tahun 2022. Bnyak gak enak nya, worst year ever. Tp banyak belajar ny juga. Semoga… heleh gada. Jalani aja dah gapakek semoga semoga"
5823,ismikr_,2022-12-16 19:13:33+00:00,@sokebahteralail Generasi anxiety ya kamu
5824,arshsisodiya,2022-12-16 19:02:39+00:00,"Is Anxiety ka kuch toh karna padega re, din-b-din bdhti hi jaa rhi hai."
5825,gragrougri,2022-12-16 19:01:18+00:00,@siegelscrofano pk tu mens t trop mims!!!
5826,Mishafirdous,2022-12-16 18:58:03+00:00,"Meri bestie raat ko khud anxious ho jati hai aur behki behki baatein kar ke mujhe anxiety de deti hai, ajeeb Churail kahikiiiii."
5827,shutuprayna,2022-12-16 18:38:32+00:00,khikhikhikhi dedi na sabko anxiety ab so jaungi🤭🤭🤭🌷🌷🌷🌷
5828,whothef_kyouare,2022-12-16 18:36:00+00:00,@khushhiieee Terko yhaa dekh ke mujhe anxiety ho rhii ki - Iskaa end sem hai aur yeh yhaa bhatak rhi😭
5829,smileafterkiss,2022-12-16 18:32:20+00:00,Tetiba anxiety kambuh anjink lahhh
5830,wildnchill,2022-12-16 17:54:37+00:00,"jujur gue nangis banget chapter ini, EunHyun Anxiety gitu takut Taejo ninggalin dia 😭😭😭😭 kasian banget https://t.co/jeuJ02236i"
5831,danitalailiya,2022-12-16 17:52:39+00:00,"@tanyakanrl Akhir 2021-juli2022 

Gapunya temen cerita, depresi, anxiety dll., Bolak balik psikiater sendiri, kecelakaan, oprasi
 wkwkk ternyata aku kuat bangett"
5832,lonjiun,2022-12-16 17:38:15+00:00,Haven't write again in days. Mungkin malam besok pulang latihan teater. Pas lagi di serang anxiety. Paginya besok kita belajar
5833,omgthatwitch,2022-12-16 17:34:04+00:00,@Arunettan007 @dignatic_arc anxiety varumbo deal cheyyan masterbate cheythal mathy enna acaru paranjath.ath sheri anena njngal ee comment itta penpiller ellam paranjath..ipo ok ayo?
5834,risaadillah,2022-12-16 17:23:13+00:00,tapi gapapa kita tetap slay kiyowo dan berselancar di sosial media untuk mengatasi anxiety ini
5835,rarararaql,2022-12-16 17:21:09+00:00,gapapa mending aku mangis sujud sujud drpd hrs bbalik ke fase anxiety ku dlu
5836,ImASurvivor27,2022-12-16 17:18:05+00:00,"Balik dri TP anxiety krna liat koko² dan bule bule rame bet hari ini 

Baru ngeh obat pagi belum gw minum wkwkkw"
5837,ThisIsddniel,2022-12-16 17:17:52+00:00,@syedaaliff ye yang itu. gebu tgok yg latest je. and seram ye. dia mcm anxiety and cuak kalau ada scare jumps
5838,___kangtaejung,2022-12-16 17:02:57+00:00,anxiety tengok orang kawin sebab aku tak kawin lagi 🙂
5839,daunperillas,2022-12-16 16:58:21+00:00,"Its time to say goodbye to anxiety.....
Semoga suatu hari bakal dateng juga buat diri ini :) 화이팅 😊"
5840,putawc,2022-12-16 16:45:57+00:00,"dikasi obat psikiater dan pas gua searching buat skizo, depresi mayor, sama anxiety 🙏"
5841,InsanValhalla,2022-12-16 16:44:51+00:00,"@wordfangs :( musisi yang gede kek hindia aja sampe anxiety mau rilis album, aku yang cmn debu apa kabar :"")"
5842,dumpmiii,2022-12-16 16:34:20+00:00,Kok malah anxiety gini ya
5843,_veeellll,2022-12-16 16:28:24+00:00,@wordfangs anxiety ny kerasa smpe sini vang
5844,whatthefaj,2022-12-16 16:25:38+00:00,oho bhai itni anxiety? ajeeb
5845,MsPiazon,2022-12-16 16:18:48+00:00,Kurang kurangin anxiety nya dai😭😭😭😭😭
5846,nekkeeeeh_,2022-12-16 16:12:21+00:00,Sigeg saka naog akung anxiety ninyo. Ayaw ko ninyog buang buanga 😣
5847,riuaria,2022-12-16 16:09:51+00:00,"Cuma denger nama dia aja udah mesam mesem sendiri, kalo orang lagi jatuh cinta tuh. 

""..As if some soft summer gale had blown all anxiety away; his eyes smiled out benignly."""
5848,MisellarWootah,2022-12-16 16:02:51+00:00,"Btw today's feeling sedikit anxiety masalah skripsi, sedih n sedikit furious ke pandhu, tapi pas sampe di rumah, bikin kue, ke gereja sampe sekarang rasanya happy"
5849,Mella__008,2022-12-16 15:51:31+00:00,"'Social anxiety' aku lagi kambuh. Untuk sementara aku batasin untuk ketemu org dulu ya ...
Aku bakal ttp avail buat yg udh kenal 'deket' sm aku aja❤

Untuk sementara aku avail konten aja xixi"
5850,rosei_anxiety,2022-12-16 15:50:28+00:00,"Sa pabilisan ng pagseselos, malamang panalo ako dyan"
5851,rosei_anxiety,2022-12-16 15:49:59+00:00,"tanginang tomato dance yan, sarap manapak ng tao"
5852,fitrfatonah,2022-12-16 15:45:41+00:00,"PKPA pbf aku siklusnya yaitu: pre-day anxiety; day 1 nangis, cape, &amp; pengen marah; day 2 hingga day 10 (hari kerja) make friends &amp; bisa menciptakan good vibes di situ:( bsk cuma mampir buat pamitan dengan proper &amp; ambil ttd rasanya terharu ya Allah"
5853,0liveYew,2022-12-16 15:32:38+00:00,Anxiety attack tiba2 ni boleh buat aku gila. Tiba2 bernafas laju dan dada aku jadi sakit. Ingatkan boleh kawal rupanya tak. Datang unexpected sebab risau benda bukan2. Overthinking lagi
5854,Farhananism_,2022-12-16 15:29:43+00:00,Aku rasa orang sekarang okay je nak makan sorang dekat kedai tapi the anxiety you get sebab takut orang lain tak ada space nak duduk yelah meja kedai semua minimum 4 orang or it just me
5855,hhhadeuh,2022-12-16 15:20:50+00:00,"@isps2002 @18fesss Masih pemulihan, cuma minum obat nya engga tiap hari, klo lgi ngerasa anxiety bru minum obat"
5856,syaosa_,2022-12-16 15:12:22+00:00,"+punya anxiety,susah bersosialisasi
Paket lengkap"
5857,moon_ibyeol,2022-12-16 15:11:23+00:00,"Sibuk, lupa kapasitas diri, anxiety, gada nafsu makan samsek lagi, tipes, sakit gigi, masuk angin, sakit gigi, masuk angin, sakit gigi, masuk angin.
Oiyoo lali ngopeni cwk mokondo kurleb 2 mingguan anj...🙃"
5858,eatPOKYC3S,2022-12-16 15:10:30+00:00,@animefess_ Bocchi pas gak punya social anxiety bilek
5859,faiosman,2022-12-16 15:05:08+00:00,My daughter’s separation anxiety lain level. Yang dekni pulak. Tak tau nak ckp ape 🥴 https://t.co/X4hUBkiaKy
5860,sadarapuspita,2022-12-16 15:02:49+00:00,"bareng sama diri kita sendiri sampai udah engga ada di dunia ini. 

Tapi jangan lupa jangan sampai kita terlalu fokus sama masa lalu karena bakal bikin overthinking dan jangan terlalu fokus masa depan bikin anxiety. 

Fokus sama apa yang detik ini kita jalanin aja dengan maksimal"
5861,dewi_rhyu,2022-12-16 15:01:41+00:00,"pengen coret coret buku anxiety tapi kok kyk syg y, tapikan tujuan dia dibuat memang untuk dicoret coret gmn si konsepnya dew🫠"
5862,JustinsRoomie,2022-12-16 15:01:36+00:00,"@justicethealbum @KathyMpray4jb @JBCrewdotcom Bhai avi bohot better condition me hun, anxiety pe control aa gaya hai"
5863,vanesthekid,2022-12-16 14:58:18+00:00,the way he asked me “kenapa? kamu anxiety karena apa? cerita sama aku kenapa?” 🦋🦋🦋🦋🦋🦋🦋
5864,athirahsuhaimii,2022-12-16 14:56:06+00:00,Td keno anxiety betul2 depe mato ma sdiri. Maaf kak tkleh nk susuk. Maaf sbb kak tgk ma jerik sbb kak. Hanya diri kak jah pehe gano. Kak tkleh nk kuat. Tk mampu nok tehe sore :(
5865,hafizah1994,2022-12-16 14:55:22+00:00,turn off gila dgn org kalut x tentu pasal ni.. jenis bt kalut no 1 lgsung x tenang.. boleh anxiety mcmni.. stressss ikot pale dy jer…
5866,Nina_hida,2022-12-16 14:54:45+00:00,"Aneh banget asli, orang punya anxiety malah diketawain.. apanya yang lucu?"
5867,johnnysuhcrush,2022-12-16 14:54:35+00:00,"Tujuan gue update linkedin si biar kalian anxiety dan langsung mikir ""apa kmrn dia banyak tingkah karena biar cepet di cut kantor ya? Biar ga bayar pinalty"" WKWKWKWWK met menerka nerka ea"
5868,alyaaathrhh,2022-12-16 14:43:06+00:00,"@adlinrsln And also jangan smpai hina appearance seseorang tu sebab kita tk thu apa effect dia dekat orang tu. Maybe dia ada anxiety disorder then disebabkan dia shaming, makin tmbah teruk mental health seseorang tu"
5869,sehoonshi,2022-12-16 14:42:14+00:00,Baru tau Han sempet kambuh anxiety nya pas akhir 2019 sampe hiatus bentar 😭😭 trus liat video2 Han yg lg kambuh really breaks my heart 😭😭😭💔💔 i hope his anxiety is better now (bcs i know anxiety ga semudah itu buat sembuh🥺) tupai kuuu 🥺❤️
5870,ishhmall,2022-12-16 14:31:28+00:00,bhut hi koe gandi wali anxiety horahi hai
5871,mindtropic84,2022-12-16 14:30:50+00:00,"Cara tangani Anxiety

Bila dah makin berusia, makin matang, kita juga berhak memilih circle of friends dalam hidup kita.

Jauhi kawan yang negatif, yang selalu down kan kita.

Belajar hargai diri sendiri. Mental health is very important ❤️"
5872,MynameisIzat,2022-12-16 14:29:59+00:00,@RazmanZakaria60 Encik pun ada penyakit anxiety jugak? Kena jumpa psychiatry ni encik. Kena rawat sebelum lewat.
5873,honeyyy__s,2022-12-16 14:29:51+00:00,"zzzz kayaknya gara"" masalah kemaren skrg anak anak jadi anxiety live vocal dianggep lipsync lagi 😭😭😭"
5874,shaniown,2022-12-16 14:25:47+00:00,Anxiety me pet khrab kiu hota hai Bhai😂
5875,nadialukmanh,2022-12-16 14:22:15+00:00,"Kongsi sikit perbualan dgn ibu beberapa bulan lepas. 
Ibu: ""Nadia, ibu tengok kat tv ni anxiety, anxiety. Anxiety tu apa?""
Saya: ""Keresahan bu""
Ibu: ""Oh, cakaplah keresahan. Barulah ibu faham"". 
Harap betullah translation tu."
5876,super_nct,2022-12-16 14:17:53+00:00,"@nct_menfess FINE BAGUS BANGET BAGI YANG LAGI MOODNYA DOWN DAN PUNYA ANXIETY. ASLI NENANGIN BANGET
""WE'LL BE FINE"""
5877,el_prasojo,2022-12-16 14:17:43+00:00,"@blueyeshill KESIMPULAN
lahir di zaman informasi bikin gen z lebih curious dan kritis tapi di sisi yang sama bikin mereka gampang hilang arah dan anxiety. solusinya? sejak kecil harus diajarin pedoman hidup yg bener sehingga belajar agama jadi penting. Kenapa? kalo rame lanjut part 2"
5878,Ajiji21,2022-12-16 14:17:34+00:00,"Kadang2 rasa menyesal ambik medic....penat,x de life,stress,anxiety😅🤦"
5879,alifsyafrie,2022-12-16 14:05:17+00:00,Kukira anxiety ternyata lapar.
5880,moviemenfes,2022-12-16 14:05:02+00:00,"Saran mvs or series yg depressed, anxiety, trauma kayak mvs jenna ortega yg ini dong. Makasii https://t.co/VHGGUAmA7L"
5881,_AnasTaCha_,2022-12-16 14:04:12+00:00,Anxiety bethol laaa ws dgan orang yang reply pakai sticker tanpa ada confirmation maklumat ni... Dia ingat aku boleh baca isi perut dia ke?
5882,tianggray,2022-12-16 14:02:29+00:00,"@tanyarlfes Mentalku jg unstable kok. Aku punya anxiety disorder dan bipolar.
Awalnya aku jadi orang yang nyebelin juga buat orang2 di sekitar karena gabisa kontrol emosi dan ngerasa dunia harus berputar di aku aja.
Tapi setelah aku konsul, aku jadi lebih tau cara kontrol emosi aku"
5883,__nisnis,2022-12-16 14:02:00+00:00,"Bestnya boleh counter back our mind. Penat every single time counter mesti ada benda lain datang. Urghh.

But yeah, psychiatrist pernah cakap ""you ni orang kaya. Sebab you got anxiety"" and I replied ""hm, nak datang sini pun duit mintak ibu. Kaya celah mana doc"""
5884,AimanPsikologi,2022-12-16 13:54:17+00:00,"""Anxiety ini apa benda?""
""Kenapa rasa risau boleh jadi masalah?""
""Ye ye je anxiety, padahal zikir pun dah lega.""

Kalau anda nak faham pasal Anxiety, simptom, jenis-jenis, cara mengendali dan sebagainya, webinar ini untuk anda.

Free saja. Esok. Jom.

https://t.co/orudm7cdq2 https://t.co/aZWbZzUoRS"
5885,awareyourselfid,2022-12-16 13:47:54+00:00,"Nah, sobat Aware pasti pernah denger pepatah ""lebih baik mencegah daripada mengobati"", kan? Karena itu, yuk kita cari tau cara mencegah anxiety disorder ini! https://t.co/NzWnijaXOJ"
5886,awareyourselfid,2022-12-16 13:47:53+00:00,"Namun, penggunaan obat-obatan dalam anxiety disorder ini tetap harus sesuai dengan resep dokter ya sobat 😉"
5887,awareyourselfid,2022-12-16 13:47:52+00:00,"3. Pengobatan medis

Obat-obatan yang direkomendasikan dokter jiwa ini bukan berfokus untuk menyembuhkan anxiety disorder, melainkan untuk memperbaiki gejalanya.

Obat-obatan yang biasa digunakan adalah benzodiazepine, depresan, dan beta blocker."
